5.955147,46.123376
5.950153,46.124309
5.946081,46.126522
5.943588,46.129665
5.94305,46.133239
5.944574,46.136669
5.977965,46.179133
5.95636,46.189611
5.952456,46.19261
5.950847,46.196494
5.951827,46.200474
5.96274,46.218504
5.965501,46.221374
5.969622,46.223308
5.97449,46.224019
5.977924,46.224055
5.978993,46.226246
5.982409,46.228908
5.987035,46.230443
5.992178,46.230608
5.997834,46.229997
6.025536,46.245543
6.030819,46.247328
6.036708,46.247302
6.041968,46.245478
6.044416,46.244059
6.05338,46.251547
6.056997,46.253643
6.061458,46.254705
6.066182,46.254583
6.07052,46.253304
6.073643,46.251866
6.081787,46.254996
6.08713,46.256095
6.092656,46.25554
6.097326,46.253418
6.102275,46.249914
6.107888,46.25321
6.090471,46.281389
6.089429,46.285219
6.090814,46.288996
6.094374,46.292007
6.106669,46.298721
6.10682,46.312641
6.108077,46.316443
6.126116,46.342637
6.127647,46.344337
6.154412,46.367775
6.153437,46.368907
6.14943,46.368501
6.145049,46.369117
6.141215,46.370719
6.091124,46.401012
6.059961,46.407762
6.055866,46.409242
6.052787,46.411615
6.051085,46.414582
6.051004,46.417775
6.052527,46.42078
6.071888,46.444408
6.060889,46.461837
6.059823,46.464847
6.060304,46.467921
6.062265,46.470706
6.1395,46.544303
6.101402,46.570033
6.098402,46.573146
6.097489,46.576824
6.098822,46.580439
6.102168,46.583375
6.170096,46.622363
6.27253,46.696898
6.275788,46.698614
6.354893,46.728093
6.354825,46.728245
6.355228,46.731604
6.357405,46.734621
6.361037,46.736886
6.365632,46.738063
6.375045,46.739168
6.383207,46.752028
6.386316,46.755034
6.390913,46.75693
6.422735,46.764514
6.440528,46.778588
6.443425,46.785495
6.426713,46.794551
6.42379,46.796756
6.422087,46.799494
6.41828,46.810282
6.41801,46.813456
6.419355,46.816499
6.447181,46.853835
6.451152,46.888234
6.421169,46.924225
6.419498,46.927872
6.420175,46.931656
6.423094,46.934912
6.486278,46.98003
6.490959,46.982173
6.496508,46.982786
6.501929,46.981742
6.506218,46.979249
6.509035,46.976717
6.587839,47.000089
6.593192,47.000831
6.613747,47.000684
6.630151,47.008879
6.64774,47.031598
6.65274,47.035159
6.69613,47.05245
6.683221,47.059724
6.680172,47.062186
6.678602,47.065234
6.678701,47.068464
6.680462,47.071454
6.683654,47.073831
6.690896,47.077576
6.690151,47.079073
6.689483,47.08255
6.690806,47.085932
6.693915,47.088714
6.698355,47.09047
6.72778,47.097348
6.727344,47.109292
6.728182,47.112679
6.730818,47.115601
6.73485,47.11764
6.798736,47.138362
6.839048,47.161895
6.835395,47.163054
6.830937,47.165369
6.828287,47.168737
6.82794,47.172558
6.829931,47.176131
6.833924,47.178805
6.862629,47.191177
6.867806,47.203076
6.872023,47.207442
6.940772,47.246375
6.927912,47.284357
6.927747,47.287829
6.92954,47.291093
6.932992,47.293644
6.937632,47.295113
6.988646,47.303671
7.000971,47.314845
6.997503,47.321541
6.996762,47.324767
6.997767,47.327964
7.00039,47.330709
7.004278,47.33263
7.008915,47.333484
7.039623,47.335178
7.045441,47.339218
7.044593,47.339467
7.040383,47.341432
7.037583,47.344336
7.036604,47.347751
7.036636,47.355819
7.015282,47.362956
